Date,Height,England,GlobalTrend,Tidal Component,Non-Tidal Residual
16/01/1996,3.76,3.56,0,0.2,0.2
16/01/1996,3.68,3.61,0,0.07,0.07
17/01/1996,3.96,3.72,0,0.24,0.24
17/01/1996,3.84,3.76,0,0.08,0.08
18/01/1996,4.16,3.94,0,0.22,0.22
18/01/1996,4.08,3.93,0,0.15,0.15
19/01/1996,4.28,4.16,0,0.12,0.12
19/01/1996,4.24,4.09,0,0.15,0.15
20/01/1996,4.56,4.33,0,0.23,0.23
20/01/1996,4.24,4.18,0,0.06,0.06
21/01/1996,4.48,4.44,0,0.04,0.04
22/01/1996,4.72,4.2,0,0.52,0.52
22/01/1996,4.36,4.47,0,-0.11,-0.11
23/01/1996,4.63,4.15,0,0.48,0.48
23/01/1996,4.44,4.42,0,0.02,0.02
24/01/1996,4.4,4.04,0,0.36,0.36
24/01/1996,4.08,4.31,0,-0.23,-0.23
25/01/1996,4.28,3.9,0,0.38,0.38
25/01/1996,3.96,4.15,0,-0.19,-0.19
26/01/1996,3.92,3.75,0,0.17,0.17
26/01/1996,3.76,3.94,0,-0.18,-0.18
27/01/1996,3.76,3.6,0,0.16,0.16
27/01/1996,3.52,3.73,0,-0.21,-0.21
28/01/1996,3.68,3.48,0,0.2,0.2
28/01/1996,3.4,3.54,0,-0.14,-0.14
29/01/1996,3.56,3.44,0,0.12,0.12
29/01/1996,3.49,3.43,0,0.06,0.06
30/01/1996,3.49,3.47,0,0.02,0.02
30/01/1996,3.44,3.4,0,0.04,0.04
31/01/1996,3.64,3.58,0,0.06,0.06
31/01/1996,3.48,3.45,0,0.03,0.03
01/02/1996,3.8,3.71,-0.0001,0.09,0.0901
01/02/1996,3.64,3.53,-0.0001,0.11,0.1101
02/02/1996,3.92,3.82,-0.0001,0.1,0.1001
02/02/1996,3.76,3.61,-0.0001,0.15,0.1501
03/02/1996,3.9,3.9,-0.0001,0,0.0001
03/02/1996,3.76,3.68,-0.0001,0.08,0.0801
04/02/1996,4.03,3.95,-0.0001,0.08,0.0801
04/02/1996,4,3.73,-0.0001,0.27,0.2701
05/02/1996,4.52,3.98,-0.0001,0.54,0.5401
06/02/1996,4.16,3.78,-0.0001,0.38,0.3801
06/02/1996,4.16,4,-0.0001,0.16,0.1601
07/02/1996,4.15,3.82,-0.0001,0.33,0.3301
07/02/1996,3.84,4,-0.0001,-0.16,-0.1599
08/02/1996,3.72,3.85,-0.0001,-0.13,-0.1299
08/02/1996,3.71,3.99,-0.0001,-0.28,-0.2799
09/02/1996,4.56,3.84,-0.0001,0.72,0.7201
09/02/1996,3.94,3.95,-0.0001,-0.01,-0.0099
10/02/1996,4.24,3.79,-0.0001,0.45,0.4501
10/02/1996,3.92,3.87,-0.0001,0.05,0.0501
11/02/1996,3.76,3.7,-0.0001,0.06,0.0601
11/02/1996,3.52,3.74,-0.0001,-0.22,-0.2199
12/02/1996,3.88,3.58,-0.0001,0.3,0.3001
12/02/1996,3.36,3.6,-0.0001,-0.24,-0.2399
13/02/1996,3.46,3.48,-0.0001,-0.02,-0.0199
13/02/1996,3.36,3.49,-0.0001,-0.13,-0.1299
14/02/1996,3.4,3.47,-0.0001,-0.07,-0.0699
14/02/1996,3.32,3.49,-0.0001,-0.17,-0.1699
15/02/1996,3.55,3.6,-0.0001,-0.05,-0.0499
15/02/1996,3.48,3.62,-0.0001,-0.14,-0.1399
16/02/1996,3.76,3.81,-0.0001,-0.05,-0.0499
16/02/1996,3.76,3.81,-0.0001,-0.05,-0.0499
17/02/1996,4.08,4.05,-0.0001,0.03,0.0301
17/02/1996,3.76,3.98,-0.0001,-0.22,-0.2199
18/02/1996,4.2,4.23,-0.0001,-0.03,-0.0299
18/02/1996,3.92,4.08,-0.0001,-0.16,-0.1599
19/02/1996,3.84,4.34,-0.0001,-0.5,-0.4999
20/02/1996,3.91,4.11,-0.0001,-0.2,-0.1999
20/02/1996,3.52,4.37,-0.0001,-0.85,-0.8499
21/02/1996,4.09,4.07,-0.0001,0.02,0.0201
21/02/1996,3.58,4.33,-0.0001,-0.75,-0.7499
22/02/1996,3.97,3.99,-0.0001,-0.02,-0.0199
22/02/1996,3.83,4.21,-0.0001,-0.38,-0.3799
23/02/1996,4.26,3.87,-0.0001,0.39,0.3901
23/02/1996,3.72,4.05,-0.0001,-0.33,-0.3299
24/02/1996,4,3.73,-0.0001,0.27,0.2701
24/02/1996,3.88,3.84,-0.0001,0.04,0.0401
25/02/1996,3.8,3.57,-0.0001,0.23,0.2301
25/02/1996,3.78,3.61,-0.0001,0.17,0.1701
26/02/1996,3.55,3.41,-0.0001,0.14,0.1401
26/02/1996,3.46,3.38,-0.0001,0.08,0.0801
27/02/1996,3.36,3.31,-0.0001,0.05,0.0501
27/02/1996,3.28,3.24,-0.0001,0.04,0.0401
28/02/1996,3.28,3.29,-0.0001,-0.01,-0.0099
28/02/1996,3.15,3.21,-0.0001,-0.06,-0.0599
29/02/1996,3.2,3.38,-0.0001,-0.18,-0.1799
29/02/1996,3.07,3.28,-0.0001,-0.21,-0.2099
01/03/1996,3.31,3.53,0,-0.22,-0.22
01/03/1996,3.2,3.41,0,-0.21,-0.21
02/03/1996,3.44,3.67,0,-0.23,-0.23
02/03/1996,3.36,3.54,0,-0.18,-0.18
03/03/1996,3.58,3.79,0,-0.21,-0.21
03/03/1996,3.48,3.65,0,-0.17,-0.17
04/03/1996,3.76,3.87,0,-0.11,-0.11
04/03/1996,3.62,3.73,0,-0.11,-0.11
05/03/1996,3.84,3.92,0,-0.08,-0.08
05/03/1996,3.61,3.81,0,-0.2,-0.2
06/03/1996,3.9,3.97,0,-0.07,-0.07
07/03/1996,3.92,3.88,0,0.04,0.04
07/03/1996,3.72,4.01,0,-0.29,-0.29
08/03/1996,4.04,3.93,0,0.11,0.11
08/03/1996,3.72,4.01,0,-0.29,-0.29
09/03/1996,4.08,3.94,0,0.14,0.14
09/03/1996,3.92,3.98,0,-0.06,-0.06
10/03/1996,3.88,3.89,0,-0.01,-0.01
10/03/1996,3.8,3.89,0,-0.09,-0.09
11/03/1996,3.85,3.79,0,0.06,0.06
11/03/1996,3.73,3.75,0,-0.02,-0.02
12/03/1996,3.84,3.65,0,0.19,0.19
12/03/1996,3.76,3.58,0,0.18,0.18
13/03/1996,3.72,3.51,0,0.21,0.21
13/03/1996,3.68,3.44,0,0.24,0.24
14/03/1996,3.68,3.46,0,0.22,0.22
14/03/1996,3.68,3.43,0,0.25,0.25
15/03/1996,3.84,3.55,0,0.29,0.29
15/03/1996,3.73,3.56,0,0.17,0.17
16/03/1996,4,3.74,0,0.26,0.26
16/03/1996,3.88,3.73,0,0.15,0.15
17/03/1996,4.28,3.95,0,0.33,0.33
17/03/1996,4.08,3.89,0,0.19,0.19
18/03/1996,4.32,4.12,0,0.2,0.2
18/03/1996,4.17,3.98,0,0.19,0.19
19/03/1996,4.4,4.21,0,0.19,0.19
19/03/1996,4.17,4.01,0,0.16,0.16
20/03/1996,4.56,4.22,0,0.34,0.34
21/03/1996,4.48,3.98,0,0.5,0.5
21/03/1996,4.16,4.17,0,-0.01,-0.01
22/03/1996,4.32,3.93,0,0.39,0.39
22/03/1996,4.16,4.07,0,0.09,0.09
23/03/1996,4.12,3.85,0,0.27,0.27
23/03/1996,4.08,3.92,0,0.16,0.16
24/03/1996,3.88,3.75,0,0.13,0.13
24/03/1996,3.8,3.74,0,0.06,0.06
25/03/1996,3.68,3.61,0,0.07,0.07
25/03/1996,3.64,3.52,0,0.12,0.12
26/03/1996,3.55,3.44,0,0.11,0.11
26/03/1996,3.24,3.31,0,-0.07,-0.07
27/03/1996,3.32,3.28,0,0.04,0.04
27/03/1996,3.27,3.15,0,0.12,0.12
28/03/1996,3.36,3.21,0,0.15,0.15
28/03/1996,3.25,3.11,0,0.14,0.14
29/03/1996,3.38,3.25,0,0.13,0.13
29/03/1996,3.28,3.19,0,0.09,0.09
30/03/1996,3.47,3.38,0,0.09,0.09
30/03/1996,3.42,3.34,0,0.08,0.08
31/03/1996,3.71,3.54,0,0.17,0.17
31/03/1996,3.57,3.5,0,0.07,0.07
01/04/1996,3.84,3.68,0,0.16,0.16
01/04/1996,3.76,3.64,0,0.12,0.12
02/04/1996,3.84,3.79,0,0.05,0.05
02/04/1996,3.84,3.76,0,0.08,0.08
03/04/1996,3.96,3.89,0,0.07,0.07
03/04/1996,3.96,3.87,0,0.09,0.09
04/04/1996,4.2,3.97,0,0.23,0.23
04/04/1996,4.16,3.96,0,0.2,0.2
05/04/1996,4.2,4.02,0,0.18,0.18
06/04/1996,4.16,4.02,0,0.14,0.14
06/04/1996,4.12,4.03,0,0.09,0.09
07/04/1996,4.08,4.03,0,0.05,0.05
07/04/1996,4.04,3.99,0,0.05,0.05
08/04/1996,4.06,3.98,0,0.08,0.08
08/04/1996,4.04,3.89,0,0.15,0.15
09/04/1996,3.88,3.88,0,0,0
09/04/1996,3.84,3.75,0,0.09,0.09
10/04/1996,3.94,3.75,0,0.19,0.19
10/04/1996,3.72,3.59,0,0.13,0.13
11/04/1996,3.72,3.62,0,0.1,0.1
11/04/1996,3.6,3.47,0,0.13,0.13
12/04/1996,3.72,3.55,0,0.17,0.17
12/04/1996,3.52,3.47,0,0.05,0.05
13/04/1996,3.68,3.61,0,0.07,0.07
13/04/1996,3.6,3.57,0,0.03,0.03
14/04/1996,3.84,3.75,0,0.09,0.09
14/04/1996,3.76,3.71,0,0.05,0.05
15/04/1996,3.96,3.9,0,0.06,0.06
15/04/1996,3.89,3.83,0,0.06,0.06
16/04/1996,4.2,4.01,0,0.19,0.19
16/04/1996,4.02,3.9,0,0.12,0.12
17/04/1996,4.28,4.06,0,0.22,0.22
17/04/1996,4.16,3.92,0,0.24,0.24
18/04/1996,4.44,4.05,0,0.39,0.39
19/04/1996,4.28,3.91,0,0.37,0.37
19/04/1996,4.16,4,0,0.16,0.16
20/04/1996,4.12,3.89,0,0.23,0.23
20/04/1996,4.09,3.92,0,0.17,0.17
21/04/1996,4.12,3.85,0,0.27,0.27
21/04/1996,4.05,3.81,0,0.24,0.24
22/04/1996,4.28,3.78,0,0.5,0.5
22/04/1996,3.8,3.67,0,0.13,0.13
23/04/1996,3.88,3.68,0,0.2,0.2
23/04/1996,3.68,3.51,0,0.17,0.17
24/04/1996,3.72,3.54,0,0.18,0.18
24/04/1996,3.44,3.33,0,0.11,0.11
25/04/1996,3.44,3.38,0,0.06,0.06
25/04/1996,3.28,3.18,0,0.1,0.1
26/04/1996,3.38,3.26,0,0.12,0.12
26/04/1996,3.22,3.12,0,0.1,0.1
27/04/1996,3.35,3.24,0,0.11,0.11
27/04/1996,3.21,3.18,0,0.03,0.03
28/04/1996,3.33,3.31,0,0.02,0.02
28/04/1996,3.33,3.31,0,0.02,0.02
29/04/1996,3.6,3.45,0,0.15,0.15
29/04/1996,3.39,3.47,0,-0.08,-0.08
30/04/1996,3.88,3.6,0,0.28,0.28
30/04/1996,3.69,3.64,0,0.05,0.05
01/05/1996,3.96,3.75,0,0.21,0.21
01/05/1996,3.96,3.79,0,0.17,0.17
02/05/1996,4.09,3.88,0,0.21,0.21
02/05/1996,3.96,3.94,0,0.02,0.02
03/05/1996,4.15,3.99,0,0.16,0.16
03/05/1996,4.12,4.05,0,0.07,0.07
04/05/1996,4.24,4.05,0,0.19,0.19
05/05/1996,4.27,4.12,0,0.15,0.15
05/05/1996,4.2,4.06,0,0.14,0.14
06/05/1996,4.26,4.14,0,0.12,0.12
06/05/1996,4.07,4.02,0,0.05,0.05
07/05/1996,4.12,4.1,0,0.02,0.02
07/05/1996,3.92,3.93,0,-0.01,-0.01
08/05/1996,3.91,4.02,0,-0.11,-0.11
08/05/1996,3.68,3.81,0,-0.13,-0.13
09/05/1996,3.77,3.91,0,-0.14,-0.14
09/05/1996,3.62,3.67,0,-0.05,-0.05
10/05/1996,3.8,3.79,0,0.01,0.01
10/05/1996,3.56,3.58,0,-0.02,-0.02
11/05/1996,3.88,3.72,0,0.16,0.16
11/05/1996,3.6,3.56,0,0.04,0.04
12/05/1996,3.76,3.73,0,0.03,0.03
12/05/1996,3.61,3.62,0,-0.01,-0.01
13/05/1996,3.78,3.79,0,-0.01,-0.01
13/05/1996,3.68,3.71,0,-0.03,-0.03
14/05/1996,3.84,3.86,0,-0.02,-0.02
14/05/1996,3.76,3.79,0,-0.03,-0.03
15/05/1996,3.85,3.91,0,-0.06,-0.06
15/05/1996,3.81,3.85,0,-0.04,-0.04
16/05/1996,4.03,3.93,0,0.1,0.1
16/05/1996,4,3.87,0,0.13,0.13
17/05/1996,4.06,3.9,0,0.16,0.16
17/05/1996,4.04,3.87,0,0.17,0.17
18/05/1996,4.08,3.86,0,0.22,0.22
19/05/1996,4.08,3.88,0,0.2,0.2
19/05/1996,4,3.8,0,0.2,0.2
20/05/1996,4.16,3.87,0,0.29,0.29
20/05/1996,3.92,3.74,0,0.18,0.18
21/05/1996,4.08,3.83,0,0.25,0.25
21/05/1996,3.76,3.65,0,0.11,0.11
22/05/1996,3.95,3.77,0,0.18,0.18
22/05/1996,3.8,3.55,0,0.25,0.25
23/05/1996,3.9,3.67,0,0.23,0.23
23/05/1996,3.63,3.43,0,0.2,0.2
24/05/1996,3.8,3.54,0,0.26,0.26
24/05/1996,3.52,3.31,0,0.21,0.21
25/05/1996,3.64,3.41,0,0.23,0.23
25/05/1996,3.48,3.23,0,0.25,0.25
26/05/1996,3.6,3.33,0,0.27,0.27
26/05/1996,3.52,3.23,0,0.29,0.29
27/05/1996,3.52,3.34,0,0.18,0.18
27/05/1996,3.33,3.31,0,0.02,0.02
28/05/1996,3.76,3.43,0,0.33,0.33
28/05/1996,3.52,3.46,0,0.06,0.06
29/05/1996,3.76,3.57,0,0.19,0.19
29/05/1996,3.64,3.64,0,0,0
30/05/1996,4.04,3.73,0,0.31,0.31
30/05/1996,3.92,3.82,0,0.1,0.1
31/05/1996,4.2,3.89,0,0.31,0.31
31/05/1996,4,4,0,0,0
01/06/1996,4.12,4.02,0.0002,0.1,0.0998
01/06/1996,4,4.13,0.0002,-0.13,-0.1302
02/06/1996,4.16,4.1,0.0002,0.06,0.0598
02/06/1996,4,4.23,0.0002,-0.23,-0.2302
03/06/1996,4.16,4.12,0.0002,0.04,0.0398
04/06/1996,4.28,4.26,0.0002,0.02,0.0198
04/06/1996,4.04,4.09,0.0002,-0.05,-0.0502
05/06/1996,4.2,4.24,0.0002,-0.04,-0.0402
05/06/1996,4.04,4.01,0.0002,0.03,0.0298
06/06/1996,4.09,4.18,0.0002,-0.09,-0.0902
06/06/1996,3.76,3.89,0.0002,-0.13,-0.1302
07/06/1996,4.08,4.08,0.0002,0,-0.0002
07/06/1996,3.7,3.78,0.0002,-0.08,-0.0802
08/06/1996,3.92,3.97,0.0002,-0.05,-0.0502
08/06/1996,3.52,3.68,0.0002,-0.16,-0.1602
09/06/1996,3.8,3.87,0.0002,-0.07,-0.0702
09/06/1996,3.61,3.62,0.0002,-0.01,-0.0102
10/06/1996,3.8,3.8,0.0002,0,-0.0002
10/06/1996,3.56,3.62,0.0002,-0.06,-0.0602
11/06/1996,3.8,3.78,0.0002,0.02,0.0198
11/06/1996,3.72,3.67,0.0002,0.05,0.0498
12/06/1996,3.52,3.78,0.0002,-0.26,-0.2602
12/06/1996,3.52,3.74,0.0002,-0.22,-0.2202
13/06/1996,3.56,3.8,0.0002,-0.24,-0.2402
13/06/1996,3.52,3.8,0.0002,-0.28,-0.2802
14/06/1996,3.68,3.8,0.0002,-0.12,-0.1202
14/06/1996,3.56,3.84,0.0002,-0.28,-0.2802
15/06/1996,3.72,3.78,0.0002,-0.06,-0.0602
15/06/1996,3.56,3.87,0.0002,-0.31,-0.3102
16/06/1996,3.8,3.75,0.0002,0.05,0.0498
17/06/1996,3.84,3.89,0.0002,-0.05,-0.0502
17/06/1996,3.68,3.73,0.0002,-0.05,-0.0502
18/06/1996,3.84,3.9,0.0002,-0.06,-0.0602
18/06/1996,3.64,3.7,0.0002,-0.06,-0.0602
19/06/1996,3.84,3.89,0.0002,-0.05,-0.0502
19/06/1996,3.63,3.67,0.0002,-0.04,-0.0402
20/06/1996,3.88,3.86,0.0002,0.02,0.0198
20/06/1996,3.6,3.62,0.0002,-0.02,-0.0202
21/06/1996,3.8,3.8,0.0002,0,-0.0002
21/06/1996,3.47,3.56,0.0002,-0.09,-0.0902
22/06/1996,3.57,3.71,0.0002,-0.14,-0.1402
22/06/1996,3.28,3.48,0.0002,-0.2,-0.2002
23/06/1996,3.46,3.61,0.0002,-0.15,-0.1502
23/06/1996,3.2,3.4,0.0002,-0.2,-0.2002
24/06/1996,3.28,3.51,0.0002,-0.23,-0.2302
24/06/1996,3.12,3.35,0.0002,-0.23,-0.2302
25/06/1996,3.32,3.45,0.0002,-0.13,-0.1302
25/06/1996,3.28,3.37,0.0002,-0.09,-0.0902
26/06/1996,3.28,3.46,0.0002,-0.18,-0.1802
26/06/1996,3.28,3.46,0.0002,-0.18,-0.1802
27/06/1996,3.52,3.56,0.0002,-0.04,-0.0402
27/06/1996,3.31,3.62,0.0002,-0.31,-0.3102
28/06/1996,3.68,3.71,0.0002,-0.03,-0.0302
28/06/1996,3.64,3.82,0.0002,-0.18,-0.1802
29/06/1996,3.76,3.88,0.0002,-0.12,-0.1202
29/06/1996,3.61,4.02,0.0002,-0.41,-0.4102
30/06/1996,4.04,4.03,0.0002,0.01,0.0098
30/06/1996,3.88,4.2,0.0002,-0.32,-0.3202
01/07/1996,4.11,4.13,0.0001,-0.02,-0.0201
01/07/1996,4.02,4.32,0.0001,-0.3,-0.3001
02/07/1996,4.28,4.17,0.0001,0.11,0.1099
03/07/1996,4.32,4.38,0.0001,-0.06,-0.0601
03/07/1996,4.2,4.15,0.0001,0.05,0.0499
04/07/1996,4.4,4.37,0.0001,0.03,0.0299
04/07/1996,4,4.07,0.0001,-0.07,-0.0701
05/07/1996,4.19,4.31,0.0001,-0.12,-0.1201
05/07/1996,3.91,3.96,0.0001,-0.05,-0.0501
06/07/1996,4.12,4.19,0.0001,-0.07,-0.0701
06/07/1996,3.72,3.83,0.0001,-0.11,-0.1101
07/07/1996,4.03,4.05,0.0001,-0.02,-0.0201
07/07/1996,3.52,3.71,0.0001,-0.19,-0.1901
08/07/1996,3.72,3.9,0.0001,-0.18,-0.1801
08/07/1996,3.44,3.61,0.0001,-0.17,-0.1701
09/07/1996,3.64,3.76,0.0001,-0.12,-0.1201
09/07/1996,3.32,3.57,0.0001,-0.25,-0.2501
10/07/1996,3.46,3.68,0.0001,-0.22,-0.2201
10/07/1996,3.4,3.59,0.0001,-0.19,-0.1901
11/07/1996,3.44,3.64,0.0001,-0.2,-0.2001
11/07/1996,3.4,3.66,0.0001,-0.26,-0.2601
12/07/1996,3.83,3.65,0.0001,0.18,0.1799
12/07/1996,3.44,3.75,0.0001,-0.31,-0.3101
13/07/1996,3.92,3.67,0.0001,0.25,0.2499
13/07/1996,3.63,3.83,0.0001,-0.2,-0.2001
14/07/1996,3.96,3.68,0.0001,0.28,0.2799
14/07/1996,3.67,3.88,0.0001,-0.21,-0.2101
15/07/1996,3.96,3.69,0.0001,0.27,0.2699
15/07/1996,3.73,3.92,0.0001,-0.19,-0.1901
16/07/1996,3.95,3.7,0.0001,0.25,0.2499
17/07/1996,3.98,3.94,0.0001,0.04,0.0399
17/07/1996,3.8,3.71,0.0001,0.09,0.0899
18/07/1996,4.03,3.95,0.0001,0.08,0.0799
18/07/1996,3.8,3.72,0.0001,0.08,0.0799
19/07/1996,3.95,3.94,0.0001,0.01,0.0099
19/07/1996,3.76,3.71,0.0001,0.05,0.0499
20/07/1996,3.88,3.9,0.0001,-0.02,-0.0201
20/07/1996,3.64,3.69,0.0001,-0.05,-0.0501
21/07/1996,3.64,3.84,0.0001,-0.2,-0.2001
21/07/1996,,3.64,0.0001,,
22/07/1996,,3.76,0.0001,,
22/07/1996,,3.57,0.0001,,
23/07/1996,,3.65,0.0001,,
23/07/1996,,3.49,0.0001,,
24/07/1996,,3.55,0.0001,,
24/07/1996,,3.44,0.0001,,
25/07/1996,,3.49,0.0001,,
25/07/1996,,3.46,0.0001,,
26/07/1996,,3.52,0.0001,,
26/07/1996,,3.59,0.0001,,
27/07/1996,,3.65,0.0001,,
27/07/1996,,3.79,0.0001,,
28/07/1996,,3.83,0.0001,,
28/07/1996,,4.03,0.0001,,
29/07/1996,,4.01,0.0001,,
29/07/1996,,4.24,0.0001,,
30/07/1996,,4.13,0.0001,,
30/07/1996,,4.38,0.0001,,
31/07/1996,4.48,4.19,0.0001,0.29,0.2899
01/08/1996,4.48,4.45,0.0001,0.03,0.0299
01/08/1996,4.12,4.18,0.0001,-0.06,-0.0601
02/08/1996,4.32,4.44,0.0001,-0.12,-0.1201
02/08/1996,3.88,4.1,0.0001,-0.22,-0.2201
03/08/1996,4.22,4.36,0.0001,-0.14,-0.1401
03/08/1996,3.72,3.98,0.0001,-0.26,-0.2601
04/08/1996,4.06,4.22,0.0001,-0.16,-0.1601
04/08/1996,3.67,3.84,0.0001,-0.17,-0.1701
05/08/1996,4.03,4.03,0.0001,0,-0.0001
05/08/1996,3.56,3.69,0.0001,-0.13,-0.1301
06/08/1996,3.76,3.82,0.0001,-0.06,-0.0601
06/08/1996,3.4,3.56,0.0001,-0.16,-0.1601
07/08/1996,3.44,3.63,0.0001,-0.19,-0.1901
07/08/1996,3.4,3.49,0.0001,-0.09,-0.0901
08/08/1996,3.56,3.5,0.0001,0.06,0.0599
08/08/1996,3.44,3.49,0.0001,-0.05,-0.0501
09/08/1996,3.76,3.46,0.0001,0.3,0.2999
09/08/1996,3.44,3.57,0.0001,-0.13,-0.1301
10/08/1996,3.76,3.5,0.0001,0.26,0.2599
10/08/1996,3.52,3.69,0.0001,-0.17,-0.1701
11/08/1996,3.64,3.57,0.0001,0.07,0.0699
11/08/1996,3.44,3.81,0.0001,-0.37,-0.3701
12/08/1996,3.44,3.63,0.0001,-0.19,-0.1901
12/08/1996,,3.9,0.0001,,
13/08/1996,,3.68,0.0001,,
13/08/1996,,3.95,0.0001,,
14/08/1996,,3.72,0.0001,,
14/08/1996,,3.98,0.0001,,
15/08/1996,,3.76,0.0001,,
16/08/1996,,3.99,0.0001,,
16/08/1996,,3.79,0.0001,,
17/08/1996,,4,0.0001,,
17/08/1996,,3.81,0.0001,,
18/08/1996,,3.98,0.0001,,
18/08/1996,,3.81,0.0001,,
19/08/1996,,3.93,0.0001,,
19/08/1996,,3.78,0.0001,,
20/08/1996,,3.85,0.0001,,
20/08/1996,,3.71,0.0001,,
21/08/1996,3.56,3.73,0.0001,-0.17,-0.1701
21/08/1996,,3.6,0.0001,,
22/08/1996,3.76,3.59,0.0001,0.17,0.1699
22/08/1996,3.64,3.51,0.0001,0.13,0.1299
23/08/1996,3.68,3.47,0.0001,0.21,0.2099
23/08/1996,3.64,3.47,0.0001,0.17,0.1699
24/08/1996,3.6,3.46,0.0001,0.14,0.1399
24/08/1996,3.56,3.57,0.0001,-0.01,-0.0101
25/08/1996,3.64,3.59,0.0001,0.05,0.0499
25/08/1996,3.52,3.78,0.0001,-0.26,-0.2601
26/08/1996,3.8,3.79,0.0001,0.01,0.0099
26/08/1996,3.68,4.02,0.0001,-0.34,-0.3401
27/08/1996,4,3.98,0.0001,0.02,0.0199
27/08/1996,3.76,4.24,0.0001,-0.48,-0.4801
28/08/1996,4.08,4.12,0.0001,-0.04,-0.0401
28/08/1996,3.8,4.39,0.0001,-0.59,-0.5901
29/08/1996,4.24,4.18,0.0001,0.06,0.0599
29/08/1996,3.88,4.46,0.0001,-0.58,-0.5801
30/08/1996,4.08,4.17,0.0001,-0.09,-0.0901
31/08/1996,4.12,4.43,0.0001,-0.31,-0.3101
31/08/1996,3.72,4.1,0.0001,-0.38,-0.3801
01/09/1996,4.08,4.33,0,-0.25,-0.25
01/09/1996,3.68,3.99,0,-0.31,-0.31
02/09/1996,3.86,4.17,0,-0.31,-0.31
02/09/1996,3.48,3.86,0,-0.38,-0.38
03/09/1996,3.56,3.96,0,-0.4,-0.4
03/09/1996,3.2,3.71,0,-0.51,-0.51
04/09/1996,3.31,3.72,0,-0.41,-0.41
04/09/1996,3.12,3.56,0,-0.44,-0.44
05/09/1996,3.32,3.5,0,-0.18,-0.18
05/09/1996,3.12,3.45,0,-0.33,-0.33
06/09/1996,3.32,3.35,0,-0.03,-0.03
06/09/1996,3.28,3.42,0,-0.14,-0.14
07/09/1996,3.39,3.31,0,0.08,0.08
07/09/1996,3.2,3.49,0,-0.29,-0.29
08/09/1996,3.4,3.39,0,0.01,0.01
08/09/1996,3.2,3.63,0,-0.43,-0.43
09/09/1996,3.52,3.51,0,0.01,0.01
09/09/1996,3.32,3.77,0,-0.45,-0.45
10/09/1996,3.7,3.63,0,0.07,0.07
10/09/1996,3.44,3.89,0,-0.45,-0.45
11/09/1996,3.84,3.72,0,0.12,0.12
11/09/1996,3.56,3.96,0,-0.4,-0.4
12/09/1996,3.96,3.79,0,0.17,0.17
12/09/1996,3.72,4,0,-0.28,-0.28
13/09/1996,4,3.84,0,0.16,0.16
13/09/1996,3.8,4.03,0,-0.23,-0.23
14/09/1996,4,3.89,0,0.11,0.11
15/09/1996,4.04,4.04,0,0,0
15/09/1996,3.92,3.93,0,-0.01,-0.01
16/09/1996,4.07,4.04,0,0.03,0.03
16/09/1996,3.96,3.93,0,0.03,0.03
17/09/1996,4.12,3.99,0,0.13,0.13
17/09/1996,3.92,3.9,0,0.02,0.02
18/09/1996,4,3.9,0,0.1,0.1
18/09/1996,3.87,3.83,0,0.04,0.04
19/09/1996,3.8,3.77,0,0.03,0.03
19/09/1996,3.76,3.72,0,0.04,0.04
20/09/1996,3.72,3.61,0,0.11,0.11
20/09/1996,3.72,3.6,0,0.12,0.12
21/09/1996,3.72,3.47,0,0.25,0.25
21/09/1996,3.72,3.54,0,0.18,0.18
22/09/1996,3.8,3.46,0,0.34,0.34
22/09/1996,3.64,3.61,0,0.03,0.03
23/09/1996,4.09,3.59,0,0.5,0.5
23/09/1996,3.78,3.8,0,-0.02,-0.02
24/09/1996,4.36,3.79,0,0.57,0.57
24/09/1996,4,4.03,0,-0.03,-0.03
25/09/1996,4.36,3.97,0,0.39,0.39
25/09/1996,4.08,4.22,0,-0.14,-0.14
26/09/1996,4.76,4.1,0,0.66,0.66
26/09/1996,4.43,4.35,0,0.08,0.08
27/09/1996,4.68,4.16,0,0.52,0.52
27/09/1996,4.24,4.39,0,-0.15,-0.15
28/09/1996,4.72,4.15,0,0.57,0.57
29/09/1996,4.76,4.35,0,0.41,0.41
29/09/1996,4.36,4.1,0,0.26,0.26
30/09/1996,4.54,4.25,0,0.29,0.29
30/09/1996,4.24,4.01,0,0.23,0.23
01/10/1996,4.24,4.09,0.0001,0.15,0.1499
01/10/1996,4,3.91,0.0001,0.09,0.0899
02/10/1996,3.84,3.89,0.0001,-0.05,-0.0501
02/10/1996,3.68,3.77,0.0001,-0.09,-0.0901
03/10/1996,3.92,3.66,0.0001,0.26,0.2599
03/10/1996,3.68,3.62,0.0001,0.06,0.0599
04/10/1996,3.6,3.44,0.0001,0.16,0.1599
04/10/1996,3.44,3.48,0.0001,-0.04,-0.0401
05/10/1996,3.24,3.28,0.0001,-0.04,-0.0401
05/10/1996,3.02,3.41,0.0001,-0.39,-0.3901
06/10/1996,3.32,3.25,0.0001,0.07,0.0699
06/10/1996,3.2,3.44,0.0001,-0.24,-0.2401
07/10/1996,3.44,3.33,0.0001,0.11,0.1099
07/10/1996,3.28,3.55,0.0001,-0.27,-0.2701
08/10/1996,3.56,3.48,0.0001,0.08,0.0799
08/10/1996,3.28,3.7,0.0001,-0.42,-0.4201
09/10/1996,3.6,3.64,0.0001,-0.04,-0.0401
